# CMD: bash -lc docker compose logs --since=8h api | tail -n 2000
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54328 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54308 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54298 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54314 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56728 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56742 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56756 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56726 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43000 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43008 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43020 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42996 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36356 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36370 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36378 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36350 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56638 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56650 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56636 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56624 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56536 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56552 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56566 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56528 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56016 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56018 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56028 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56014 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56556 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56564 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56550 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56576 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35350 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35364 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35366 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35338 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41818 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41810 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41828 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41796 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54430 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54444 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54450 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54424 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38596 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38610 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38592 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38622 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41412 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41432 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41426 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41406 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58128 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58138 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58142 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58122 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57734 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57752 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57740 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57732 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52272 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52262 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52258 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52280 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44690 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44698 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44702 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44688 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57654 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57658 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57656 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57652 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40194 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40220 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40206 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40178 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55916 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55948 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55932 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55914 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39076 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39060 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39048 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39036 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37116 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37126 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37140 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37114 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50778 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50772 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50786 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50802 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:50078 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50080 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50086 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50076 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.hbdm.vn/linear-swap-api/v1/swap_contract_info?business_type=all
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46572 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46580 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46592 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46570 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60718 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60728 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60744 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60712 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51888 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51898 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51908 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51874 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59284 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59292 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59272 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59270 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47368 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47396 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47384 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47352 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33604 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33612 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33624 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33600 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55972 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55960 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55968 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55946 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49788 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49818 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49804 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49776 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46842 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46828 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46820 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46810 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49840 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49854 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49858 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49826 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36776 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36780 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36784 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36760 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60694 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60698 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60714 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60686 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35416 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35404 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35430 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35390 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48652 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48668 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48632 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48630 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45070 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45078 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45086 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45062 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56646 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56638 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56648 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56626 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=1832004802: ConnectTimeout: ConnectTimeout('')
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37334 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37354 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37338 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37322 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38888 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38912 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38904 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38872 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59780 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59772 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59792 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59774 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40584 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40594 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40608 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40576 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60048 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60030 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60042 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60028 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39692 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39668 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39680 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39666 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50924 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50938 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50932 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50914 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60356 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60376 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60364 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60350 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58998 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59018 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59006 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58990 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44982 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44980 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44970 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44988 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38774 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38760 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38768 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38750 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55204 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43490 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43506 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43516 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43484 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45166 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45180 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45152 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45136 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47574 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47576 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47588 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47566 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56156 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56148 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56168 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56134 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34268 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34278 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34280 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34260 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42566 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42582 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42558 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42596 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
